id,prob
598,0.9229229058968059
12048,0.09616306455201042
40908,0.9505636379006654
33283,0.9977848649306552
40600,0.0057978614021067
19805,0.00878953417698879
20784,0.9995799115399491
19048,0.015287763567684416
37061,0.9995589795399334
3983,0.0011631065975832937
10403,0.00010503825852969843
28874,0.9952670811598557
11099,0.943692684786632
12940,0.9996954732620528
41437,0.006538542632581841
3554,0.9916298861781061
22356,0.135254930707595
23521,0.0020406984523295437
19043,0.7227563238078792
30978,0.999738385273482
39297,0.997977188014252
39470,0.9938049698787584
22235,0.0013492829521943226
35270,0.9945370650639651
6693,0.9837879319178583
5657,0.0004608862252026788
32121,0.9015047204866928
20400,0.6502423733469618
17806,0.8465612991805912
22512,0.9399060038736128
28606,0.9625735510766809
48490,0.11197070036062907
1403,0.9734851377437996
17124,0.001066645002048318
27901,0.0015921280112890775
20999,0.9998477217096174
35827,0.0038782463279731796
26701,0.02081907798913437
48095,0.0252177562541732
12253,0.9728530824292038
11177,0.00044054120260717894
7686,0.06645896633409219
36491,0.0002979997877549817
27051,0.0024673659239967277
3700,0.9999497784282229
32648,0.8951387527090485
16627,0.9932504722732153
14605,0.0009128618269157898
11235,0.9955493520019183
6006,0.0009827181246572089
44976,0.019313134516873432
23594,0.0013411358655945353
24771,0.0017521534141105941
34332,0.9878859394129574
19847,0.9969152523844627
37046,0.0018705492778634336
3358,0.9920435137232745
47112,0.0001452613630850343
4522,0.08946897287693033
37803,0.9757084595733269
41939,0.9968564046525833
3882,0.9947149064211323
25287,0.003366301115434938
46006,0.22455109064327852
36394,0.9304722863100877
19123,0.9982716160760635
37707,3.4186149991259804e-05
18962,0.050256830444598624
34016,0.4918546522209397
33850,0.004675123296929776
12106,0.001656637916899718
30158,0.006128030063795047
11406,0.9927202358940717
36719,0.9918930673247385
6521,0.9963949506798482
37565,0.02726752665642823
9404,0.973473378862044
31922,0.1810633249825783
26954,0.00038109701205180503
42225,0.9981893506813451
26929,0.9997549021935855
22202,0.9972745736310218
480,0.005878654040230771
15022,0.9994291236393497
13299,0.9958288717005467
44668,0.020980892444019034
13588,0.9883394913546811
36871,0.4909908186739291
43907,0.9896790947457247
4789,0.00035478512553610396
11538,0.003120890488495868
41758,0.9997904336795727
33352,0.9897889865228662
32596,0.006327596638596638
27669,0.0004829989412452448
46771,0.06158518787037355
17018,0.9945504342320608
31622,0.7704769935593698
16225,0.0018723494280983323
18878,0.03410965258571972
19476,0.9899730330175479
25314,0.9915441274329296
41037,0.9528923031048303
34298,0.08301081172512868
7893,0.9940170974547525
30635,0.8723078100803633
12052,0.6158564173811583
24816,0.9976582348801116
46217,0.9850497955440368
27550,0.9794247592685762
45642,0.9722371144878496
15635,0.0002258278172707062
29120,0.9956212140237704
42335,0.9967841576727218
47655,0.8117153496411555
30227,1.4801000695820186e-05
48625,0.9986992352610108
40005,0.9341174400503295
26223,0.996147116254688
38348,4.345899026873255e-05
9217,0.9954425172076351
18785,0.9991756348035299
40335,0.9780972361553784
14266,0.007447216803000458
43974,0.9900571534279833
46282,0.9995635751673649
44011,0.011810915536403496
38808,0.9902448208522643
20559,0.0435821388079183
2150,0.1775159910124983
44500,0.0379742411100353
2237,0.0015344492627963817
40275,0.0006466732703514047
3545,0.9999402065486924
19680,0.9930921445244847
20363,0.9996947608930039
39706,0.017741324675261985
44823,0.9581893527897933
37537,0.05615702279470731
49783,0.9466334094633166
15042,0.9990771032873919
38773,0.9965325642032229
12725,3.155596947838926e-05
34341,0.758753503281951
14057,0.9992173445128157
48392,0.15994798555882217
46800,0.09977399607199167
4596,0.11449008390749134
49773,0.11757538095900993
41011,0.011216247830196013
20447,0.0008065459265185481
31965,0.7536746488783691
45221,0.8044223198481169
28223,0.0022753481530544384
28355,0.9737477155725426
14832,0.5840113458864475
6426,0.9135940342087461
34101,0.9997952661752942
26530,0.001268086913225954
9133,0.9993096819120608
9636,0.010051547639342975
41268,0.000711209009561638
31698,0.999873661679186
39268,0.7594595457094605
41832,0.9648646502657441
3819,0.9989293455450496
22394,0.007363574786445723
2494,0.000611643468974622
24031,0.004975379847105799
20486,0.014015419379194916
13898,0.013589226295268354
41262,0.1123999996902544
17299,0.0076199200290143565
14981,0.9901450054147967
22495,0.00425664587218838
28537,0.007305793817635575
31597,0.7635438886176328
32912,0.9995710604158237
38500,0.08166771180547432
38272,0.0035547967290087412
19433,0.08985744820041953
28949,0.0009249678934654642
7406,0.08771066943528105
13028,0.9892552541147333
22884,0.16805394130888282
39004,0.0006932736358994346
37481,0.11580550455220535
5334,0.07000643409374394
14138,0.0004340363931525676
1819,0.05162596464067612
2406,0.4854547882482571
49339,0.9843470141026478
7599,0.0005472314020702453
20698,0.9837306489445807
41313,0.9968212877707991
32842,0.9996183415522859
49898,0.0014897512410730679
20733,0.9529177275244703
44875,0.8801685052049409
39320,0.09172201536674324
25705,0.9981781279291949
48455,0.0010375454818057326
28689,0.8767180928396374
4768,0.9911855004468084
9785,0.9993051878733517
45741,0.021203433936486448
26055,0.005565005174671795
28622,0.008204541367953323
10107,0.0051268324797872035
47579,0.0018294621132252105
16602,0.009148634917410305
29854,0.9993630261275595
